,Variable Tag,Is Captain(1=yes),Is Wktkeeper(1=Yes),Nationality(1=Overseas),Name,Team,IPL 4 Franchise,Player cost USD,matches,innings played,no,runs scored,highest score,Is star batsman,Is batsman,Batting avg,Balls faced,Strike rate,100 runs made,50 runs made,4s,6s,Catches per match,Catches taken,stumping made,Unnamed: 25,innings played.1,Is bowler?,Number of balls bowled,runs given,Is star bowler,wkts taken,Best innings bowling,Bowling average,Bowling econ,sr,4w,5w,10 wicket hauls,Retained,matches_bat_ipl,total_runs_scored_ipl,balls_faced_ipl,batting_avg_ipl,highest_score_ipl,strike_rate_ipl,centuries_ipl,half_centuries_ipl,fours_ipl,sixes_ipl,matches_bowl_ipl,balls_bowled_ipl,total_runs_given_ipl,wickets_taken_ipl,bowling_avg_ipl,economy_ipl,3wickets_ipl
0,1.0,0.0,0.0,1,Aiden Blizzard,Australia,Mumbai Indians,20000.0,40.0,40.0,3.0,817.0,89,0.0,1.0,22.08,542.0,150.73,0.0,2.0,115.0,27.0,0.375,15.0,0.0,,1,0.0,6,10,0.0,0,-,0.0,10,-,0,0,0,0,,,,,,,,,,,,,,,,,
1,2.0,0.0,0.0,1,Jonathan Vandiar,South Africa,Royal Challengers Bangalore,20000.0,18.0,18.0,1.0,356.0,71,0.0,1.0,20.94,298.0,119.46,0.0,3.0,29.0,14.0,0.1111111111111111,2.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
2,3.0,0.0,0.0,1,Nathan Rimmington,Australia,Kings XI Punjab,20000.0,23.0,8.0,5.0,33.0,24*,0.0,0.0,11.0,25.0,132.0,0.0,0.0,3.0,1.0,0.30434782608695654,7.0,0.0,,22,1.0,466,563,0.0,31,2027-05-01 00:00:00,18.16,7.24,15,0,1,0,0,,,,,,,,,,,,,,,,,
3,4.0,0.0,0.0,1,Rilee Rossouw,South Africa,Royal Challengers Bangalore,20000.0,20.0,20.0,0.0,343.0,65,0.0,1.0,17.15,307.0,111.72,0.0,1.0,32.0,11.0,0.4,8.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
4,5.0,0.0,0.0,1,Robert Frylinck,South Africa,Delhi Daredevils,20000.0,25.0,22.0,8.0,213.0,32*,0.0,0.0,15.21,129.0,165.11,0.0,0.0,17.0,14.0,0.36,9.0,0.0,,23,1.0,498,623,0.0,26,1931-04-01 00:00:00,23.96,7.5,19.1,1,0,0,0,,,,,,,,,,,,,,,,,
5,6.0,0.0,0.0,1,Travis Birt,Australia,Delhi Daredevils,20000.0,45.0,43.0,3.0,820.0,58,0.0,1.0,20.5,626.0,130.99,0.0,2.0,69.0,33.0,0.4,18.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
6,7.0,0.0,0.0,1,George Bailey,Australia,Chennai Super Kings,50000.0,32.0,28.0,4.0,714.0,60,0.0,1.0,29.75,521.0,137.04,0.0,5.0,59.0,26.0,0.28125,9.0,0.0,,1,0.0,12,24,0.0,0,-,0.0,12,-,0,0,0,0,1.0,18.0,27.0,18.0,18.0,66.66666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0
7,8.0,0.0,0.0,1,Johan van der Wath,South Africa,Royal Challengers Bangalore,50000.0,78.0,57.0,18.0,672.0,48*,0.0,1.0,17.23,510.0,131.76,0.0,0.0,40.0,37.0,0.08974358974358974,7.0,0.0,,74,1.0,1555,1984,0.0,78,2011-05-03 00:00:00,25.43,7.65,19.9,0,0,0,0,,,,,,,,,,,,,,,,,
8,9.0,0.0,0.0,1,Luke Pomersbasch,Australia,Royal Challengers Bangalore,50000.0,35.0,33.0,5.0,623.0,79*,0.0,1.0,22.25,480.0,129.79,0.0,2.0,51.0,30.0,0.45714285714285713,16.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
9,10.0,0.0,0.0,1,Moises Henriques,Australia,Mumbai Indians,50000.0,40.0,35.0,5.0,549.0,51*,0.0,1.0,18.3,457.0,120.13,0.0,1.0,46.0,10.0,0.575,23.0,0.0,,36,1.0,645,914,0.0,31,2011-11-03 00:00:00,29.48,8.5,20.8,0,0,0,0,1.0,11.0,5.0,11.0,11.0,220.00000000000003,0.0,0.0,2.0,0.0,1.0,24.0,35.0,1.0,35.0,8.75,0.0
10,11.0,0.0,0.0,1,Roelof van der Merwe,South Africa,Delhi Daredevils,50000.0,59.0,41.0,11.0,721.0,89*,0.0,1.0,24.03,538.0,134.01,0.0,5.0,58.0,38.0,0.4406779661016949,26.0,0.0,,59,1.0,1200,1441,0.0,65,2018-03-01 00:00:00,22.16,7.2,18.4,0,0,0,0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,27.0,24.0,2.0,24.0,5.333333333333333,0.0
11,12.0,0.0,0.0,1,Michael Klinger,Australia,Kochi,75000.0,30.0,29.0,4.0,690.0,78,0.0,1.0,27.6,549.0,125.68,0.0,4.0,64.0,20.0,0.3,9.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
12,13.0,0.0,0.0,1,Andrew McDonald,Australia,Delhi Daredevils,80000.0,62.0,55.0,21.0,1267.0,96*,0.0,1.0,37.26,1004.0,126.19,0.0,8.0,96.0,27.0,0.4032258064516129,25.0,0.0,,57,1.0,1076,1388,0.0,62,2013-05-01 00:00:00,22.38,7.73,17.3,1,1,0,0,3.0,65.0,54.0,21.666666666666668,33.0,130.19286567673666,0.0,0.0,3.0,2.0,4.0,85.0,137.0,8.0,34.25,9.535,2.0
13,14.0,0.0,0.0,1,Michael Lumb,England,Deccan Chargers,80000.0,103.0,103.0,6.0,2161.0,124*,0.0,1.0,22.27,1511.0,143.01,1.0,12.0,285.0,71.0,0.32038834951456313,33.0,0.0,,3,0.0,36,65,0.0,3,1932-03-01 00:00:00,21.66,10.83,12,0,0,0,0,11.0,278.0,196.0,25.272727272727273,83.0,111.60381062787481,0.0,1.0,45.0,6.0,0.0,0.0,0.0,0.0,,,0.0
14,15.0,0.0,0.0,1,Suraj Randiv,Sri Lanka,Chennai Super Kings,80000.0,29.0,8.0,1.0,43.0,20,0.0,0.0,6.14,34.0,126.47,0.0,0.0,2.0,2.0,0.3448275862068966,10.0,0.0,,27,1.0,538,644,0.0,27,2020-03-01 00:00:00,23.85,7.18,19.9,0,0,0,0,,,,,,,,,,,,,,,,,
15,16.0,0.0,0.0,1,Thisara Perera,Sri Lanka,Kochi,80000.0,40.0,30.0,10.0,209.0,24,0.0,0.0,10.45,176.0,118.75,0.0,0.0,16.0,10.0,0.35,14.0,0.0,,39,1.0,689,843,0.0,38,2017-03-01 00:00:00,22.18,7.34,18.1,0,0,0,0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,6.0,19.0,0.0,19.0,19.0,0.0
16,17.0,0.0,0.0,1,Rusty Theron,South Africa,Deccan Chargers,85000.0,50.0,18.0,9.0,71.0,24*,0.0,0.0,7.88,70.0,101.42,0.0,0.0,4.0,1.0,0.34,17.0,0.0,,50,1.0,1098,1280,0.0,58,2027-04-01 00:00:00,22.06,6.99,18.9,1,0,0,0,,,,,,,,,,,,,,,,,
17,18.0,0.0,0.0,1,Alfonso Thomas,South Africa,Pune Warriors,100000.0,104.0,33.0,19.0,173.0,30*,0.0,0.0,12.35,158.0,109.49,0.0,0.0,19.0,2.0,0.2980769230769231,31.0,0.0,,98,1.0,2049,2481,1.0,125,2027-04-01 00:00:00,19.84,7.26,16.3,1,0,0,0,,,,,,,,,,,,,,,,,
18,19.0,0.0,0.0,1,Ben Hilfenhaus,Australia,Chennai Super Kings,100000.0,21.0,9.0,4.0,28.0,7*,0.0,0.0,5.6,43.0,65.11,0.0,0.0,0.0,1.0,0.09523809523809523,2.0,0.0,,21,1.0,439,519,0.0,25,2017-03-01 00:00:00,20.76,7.09,17.5,0,0,0,0,,,,,,,,,,,,,,,,,
19,20.0,0.0,0.0,1,Colin Ingram,South Africa,Delhi Daredevils,100000.0,32.0,31.0,4.0,686.0,84,0.0,1.0,25.4,570.0,120.35,0.0,4.0,59.0,26.0,0.25,8.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
20,21.0,0.0,0.0,1,Dimitri Mascarenhas,England,Kings XI Punjab,100000.0,81.0,71.0,20.0,1045.0,57*,0.0,1.0,20.49,829.0,126.05,0.0,3.0,70.0,38.0,0.2716049382716049,22.0,0.0,,79,1.0,1609,1883,1.0,101,2014-05-01 00:00:00,18.64,7.02,15.9,1,1,0,0,2.0,12.0,11.0,6.0,9.0,106.25,0.0,0.0,0.0,0.0,2.0,48.0,65.0,4.0,32.5,8.125,0.0
21,22.0,0.0,0.0,1,James Franklin,New Zealand,Mumbai Indians,100000.0,72.0,64.0,17.0,1531.0,90,1.0,1.0,32.57,1187.0,128.98,0.0,6.0,109.0,55.0,0.2777777777777778,20.0,0.0,,61,1.0,1074,1473,0.0,40,2023-03-01 00:00:00,36.82,8.22,26.8,0,0,0,0,,,,,,,,,,,,,,,,,
22,23.0,0.0,0.0,1,Jerome Taylor,West Indies,Pune Warriors,100000.0,35.0,15.0,7.0,70.0,16*,0.0,0.0,8.75,53.0,132.07,0.0,0.0,4.0,3.0,0.2,7.0,0.0,,35,1.0,751,941,0.0,49,2011-10-05 00:00:00,19.2,7.51,15.3,0,1,0,0,,,,,,,,,,,,,,,,,
23,24.0,0.0,1.0,1,Matthew Wade,Australia,Delhi Daredevils,100000.0,27.0,22.0,4.0,349.0,80,0.0,1.0,19.38,299.0,116.72,0.0,2.0,30.0,11.0,0.48148148148148145,13.0,2.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
24,25.0,0.0,0.0,1,Nathan McCullum,New Zealand,Pune Warriors,100000.0,73.0,59.0,18.0,989.0,76*,0.0,1.0,24.12,730.0,135.47,0.0,3.0,61.0,47.0,0.410958904109589,30.0,0.0,,66,1.0,1327,1543,1.0,71,2016-04-01 00:00:00,21.73,6.97,18.6,2,0,0,0,,,,,,,,,,,,,,,,,
25,26.0,0.0,0.0,1,Nuwan Kulasekara,Sri Lanka,Chennai Super Kings,100000.0,31.0,22.0,8.0,155.0,30*,0.0,0.0,11.07,124.0,125.0,0.0,0.0,5.0,8.0,0.3870967741935484,12.0,0.0,,31,1.0,674,862,0.0,32,2011-04-03 00:00:00,26.93,7.67,21,0,0,0,0,,,,,,,,,,,,,,,,,
26,27.0,0.0,1.0,0,Wriddhiman Saha,India,Chennai Super Kings,100000.0,56.0,43.0,17.0,747.0,85*,0.0,1.0,28.73,550.0,135.81,0.0,3.0,61.0,32.0,0.48214285714285715,27.0,6.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,6.0,67.0,53.0,11.166666666666666,22.0,120.5907491201609,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,,0.0
27,28.0,0.0,0.0,1,Clint McKay,Australia,Mumbai Indians,110000.0,31.0,16.0,7.0,122.0,21*,0.0,0.0,13.55,80.0,152.5,0.0,0.0,7.0,8.0,0.12903225806451613,4.0,0.0,,31,1.0,687,945,0.0,43,1933-04-01 00:00:00,21.97,8.25,15.9,1,0,0,0,,,,,,,,,,,,,,,,,
28,29.0,0.0,0.0,1,Faf du Plessis,South Africa,Chennai Super Kings,120000.0,43.0,38.0,4.0,692.0,78*,0.0,1.0,20.35,589.0,117.48,0.0,3.0,67.0,17.0,0.32558139534883723,14.0,0.0,,33,1.0,528,626,0.0,34,2018-03-01 00:00:00,18.41,7.11,15.5,0,0,0,0,,,,,,,,,,,,,,,,,
29,30.0,0.0,0.0,0,Mohammad Kaif,India,Royal Challengers Bangalore,130000.0,45.0,38.0,6.0,676.0,68,0.0,1.0,21.12,615.0,109.91,0.0,4.0,72.0,11.0,0.4888888888888889,22.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,3.0,28.0,31.0,9.333333333333334,14.0,94.11764705882352,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0
30,31.0,0.0,0.0,1,Charl Langeveldt,South Africa,Royal Challengers Bangalore,140000.0,83.0,18.0,11.0,64.0,13*,0.0,0.0,9.14,73.0,87.67,0.0,0.0,4.0,2.0,0.2289156626506024,19.0,0.0,,82,1.0,1758,2121,1.0,111,2016-05-01 00:00:00,19.1,7.23,15.8,4,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,70.0,84.0,5.0,28.0,7.532651072124756,0.0
31,32.0,0.0,0.0,1,Jesse Ryder,New Zealand,Pune Warriors,150000.0,52.0,51.0,2.0,1088.0,86,0.0,1.0,22.2,773.0,140.75,0.0,8.0,118.0,45.0,0.3076923076923077,16.0,0.0,,28,0.0,454,610,0.0,13,2014-02-01 00:00:00,46.92,8.06,34.9,0,0,0,0,,,,,,,,,,,,,,,,,
32,33.0,0.0,0.0,0,Joginder Sharma,India,Chennai Super Kings,150000.0,41.0,22.0,6.0,224.0,35,0.0,0.0,14.0,170.0,131.76,0.0,0.0,16.0,11.0,0.3170731707317073,13.0,0.0,,40,1.0,757,1016,0.0,36,2017-03-01 00:00:00,28.22,8.05,21,0,0,0,0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,51.0,86.0,2.0,28.666666666666668,10.193333333333333,0.0
33,34.0,0.0,0.0,1,Ryan ten Doeschate,Netherlands,Kolkata Knight Riders,150000.0,107.0,93.0,22.0,1843.0,102,0.0,1.0,25.95,1428.0,129.06,1.0,4.0,117.0,70.0,0.3364485981308411,36.0,0.0,,59,1.0,1061,1410,0.0,60,2024-04-01 00:00:00,23.5,7.97,17.6,1,0,0,0,,,,,,,,,,,,,,,,,
34,35.0,0.0,0.0,1,Wayne Parnell,South Africa,Pune Warriors,160000.0,42.0,16.0,8.0,101.0,16,0.0,0.0,12.62,103.0,98.05,0.0,0.0,5.0,1.0,0.11904761904761904,5.0,0.0,,41,1.0,865,1017,0.0,41,2013-04-01 00:00:00,24.8,7.05,21,1,0,0,0,,,,,,,,,,,,,,,,,
35,36.0,0.0,1.0,1,Davy Jacobs,South Africa,Mumbai Indians,190000.0,61.0,58.0,9.0,1313.0,74,0.0,1.0,26.79,1115.0,117.75,0.0,6.0,115.0,46.0,0.4918032786885246,30.0,6.0,,1,0.0,6,14,0.0,0,-,0.0,14,-,0,0,0,0,,,,,,,,,,,,,,,,,
36,37.0,0.0,0.0,1,Dwayne Bravo,West Indies,Chennai Super Kings,200000.0,87.0,72.0,17.0,1317.0,70*,0.0,1.0,23.94,1035.0,127.24,0.0,8.0,97.0,57.0,0.4482758620689655,39.0,0.0,,84,1.0,1546,2123,0.0,82,2023-04-01 00:00:00,25.89,8.23,18.8,2,0,0,0,8.0,61.0,53.0,7.625,23.0,115.38938492063492,0.0,0.0,3.0,4.0,10.0,162.0,223.0,5.0,22.3,7.9770580296896085,0.0
37,38.0,0.0,0.0,1,Owais Shah,England,Kochi,200000.0,115.0,109.0,22.0,2842.0,80,1.0,1.0,32.66,2196.0,129.41,0.0,15.0,227.0,117.0,0.3391304347826087,39.0,0.0,,7,0.0,51,69,0.0,5,2026-02-01 00:00:00,13.8,8.11,10.2,0,0,0,0,5.0,115.0,96.0,23.0,58.0,106.28502415458938,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,,,0.0
38,39.0,0.0,0.0,1,Scott Styris,New Zealand,Chennai Super Kings,200000.0,120.0,112.0,13.0,2481.0,106*,0.0,1.0,25.06,1878.0,132.1,1.0,9.0,167.0,118.0,0.25833333333333336,31.0,0.0,,97,1.0,1874,2354,0.0,88,2011-05-03 00:00:00,26.75,7.53,21.2,0,0,0,0,,,,,,,,,,,,,,,,,
39,40.0,0.0,0.0,1,Steven Smith,Australia,Kochi,200000.0,41.0,32.0,8.0,417.0,35*,0.0,1.0,17.37,350.0,119.14,0.0,0.0,37.0,8.0,0.5609756097560976,23.0,0.0,,34,1.0,582,719,0.0,42,2013-04-01 00:00:00,17.11,7.41,13.8,2,0,0,0,,,,,,,,,,,,,,,,,
40,41.0,0.0,0.0,0,Ajit Agarkar,India,Delhi Daredevils,210000.0,48.0,27.0,12.0,229.0,39,0.0,0.0,15.26,182.0,125.82,0.0,0.0,18.0,6.0,0.08333333333333333,4.0,0.0,,47,1.0,912,1263,0.0,40,2025-03-01 00:00:00,31.57,8.3,22.8,0,0,0,0,4.0,40.0,30.0,10.0,17.0,139.12087912087912,0.0,0.0,4.0,0.0,7.0,136.0,199.0,4.0,28.428571428571427,8.924542124542125,0.0
41,42.0,0.0,0.0,0,Sudeep Tyagi,India,Chennai Super Kings,240000.0,14.0,2.0,1.0,2.0,2*,0.0,0.0,2.0,7.0,28.57,0.0,0.0,0.0,0.0,0.21428571428571427,3.0,0.0,,13,1.0,258,320,0.0,20,2011-10-03 00:00:00,16.0,7.44,12.9,0,0,0,0,1.0,3.0,4.0,3.0,3.0,75.0,0.0,0.0,0.0,0.0,6.0,102.0,152.0,1.0,25.333333333333332,9.989230769230769,0.0
42,43.0,0.0,0.0,0,Jaidev Unadkat,India,Kolkata Knight Riders,250000.0,14.0,2.0,1.0,2.0,2*,0.0,0.0,2.0,7.0,28.57,0.0,0.0,0.0,0.0,0.21428571428571427,3.0,0.0,,13,1.0,258,320,0.0,20,2011-10-03 00:00:00,16.0,7.44,12.9,0,0,0,0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,62.0,85.0,4.0,28.333333333333332,8.988095238095239,1.0
43,44.0,0.0,0.0,1,Paul Collingwood,England,Rajasthan Royals,250000.0,67.0,58.0,5.0,973.0,79,0.0,1.0,18.35,803.0,121.17,0.0,6.0,61.0,41.0,0.31343283582089554,21.0,0.0,,42,1.0,625,736,0.0,52,2011-06-05 00:00:00,14.15,7.06,12,3,2,0,0,7.0,203.0,159.0,29.0,75.0,107.51765195604881,0.0,3.0,9.0,13.0,6.0,90.0,100.0,5.0,16.666666666666668,6.979059829059828,0.0
44,45.0,0.0,1.0,0,Naman Ojha,India,Delhi Daredevils,270000.0,53.0,53.0,5.0,1016.0,94*,0.0,1.0,21.16,867.0,117.18,0.0,5.0,95.0,53.0,0.5660377358490566,30.0,7.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,14.0,377.0,294.0,26.928571428571427,94.0,107.7093229636352,0.0,2.0,42.0,15.0,0.0,0.0,0.0,0.0,,,0.0
45,46.0,0.0,1.0,1,Tim Paine,Australia,Pune Warriors,270000.0,26.0,22.0,0.0,379.0,71,0.0,1.0,17.22,280.0,135.35,0.0,2.0,32.0,15.0,0.6923076923076923,18.0,4.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
46,47.0,0.0,0.0,0,Manpreet Gony,India,Deccan Chargers,290000.0,39.0,18.0,7.0,152.0,34*,0.0,0.0,13.81,106.0,143.39,0.0,0.0,8.0,10.0,0.1282051282051282,5.0,0.0,,39,1.0,785,1014,0.0,39,2016-04-01 00:00:00,26.0,7.75,20.1,1,0,0,0,1.0,2.0,7.0,2.0,2.0,28.57142857142857,0.0,0.0,0.0,0.0,3.0,51.0,89.0,1.0,29.666666666666668,10.428571428571429,0.0
47,48.0,0.0,1.0,0,Parthiv Patel,India,Kochi,290000.0,58.0,56.0,5.0,1028.0,57,0.0,1.0,20.15,947.0,108.55,0.0,4.0,135.0,14.0,0.43103448275862066,25.0,9.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,4.0,72.0,83.0,18.0,57.0,68.89652014652015,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,,,0.0
48,49.0,0.0,0.0,1,Aaron Finch,Australia,Delhi Daredevils,300000.0,30.0,27.0,5.0,824.0,93*,0.0,1.0,37.45,625.0,131.84,0.0,6.0,76.0,29.0,0.4666666666666667,14.0,0.0,,2,0.0,19,18,0.0,0,-,0.0,5.68,-,0,0,0,0,1.0,21.0,21.0,21.0,21.0,100.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,0.0,5.0,4.285714285714286,0.0
49,50.0,0.0,0.0,0,Amit Mishra,India,Deccan Chargers,300000.0,67.0,39.0,14.0,402.0,49,0.0,1.0,16.08,360.0,111.66,0.0,0.0,43.0,4.0,0.23880597014925373,16.0,0.0,,67,1.0,1495,1697,1.0,93,2017-05-01 00:00:00,18.24,6.81,16,1,2,0,0,7.0,39.0,54.0,5.571428571428571,12.0,74.36974789915966,0.0,0.0,1.0,0.0,14.0,329.0,352.0,20.0,25.142857142857142,6.425506485995207,2.0
50,51.0,0.0,0.0,1,Callum Ferguson,Australia,Pune Warriors,300000.0,34.0,31.0,5.0,566.0,71,0.0,1.0,21.76,470.0,120.42,0.0,3.0,51.0,10.0,0.5294117647058824,18.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
51,52.0,0.0,0.0,1,JP Duminy,South Africa,Deccan Chargers,300000.0,100.0,96.0,22.0,2415.0,99*,1.0,1.0,32.63,2014.0,119.91,0.0,16.0,194.0,75.0,0.33,33.0,0.0,,41,1.0,517,652,0.0,27,2024-04-01 00:00:00,24.14,7.56,19.1,1,0,0,0,7.0,157.0,134.0,22.428571428571427,42.0,115.25233382505876,0.0,0.0,13.0,5.0,2.0,33.0,37.0,1.0,18.5,6.8999999999999995,0.0
52,53.0,0.0,0.0,1,Shaun Tait,Australia,Rajasthan Royals,300000.0,62.0,20.0,7.0,87.0,14*,0.0,0.0,6.69,114.0,76.31,0.0,0.0,4.0,4.0,0.24193548387096775,15.0,0.0,,62,1.0,1368,1751,1.0,87,2014-04-01 00:00:00,20.12,7.67,15.7,1,0,0,0,2.0,12.0,13.0,6.0,11.0,95.83333333333333,0.0,0.0,0.0,1.0,8.0,205.0,236.0,12.0,29.5,6.922200854700854,2.0
53,54.0,0.0,0.0,0,Shikhar Dhawan,India,Deccan Chargers,300000.0,59.0,58.0,8.0,1411.0,95*,0.0,1.0,28.22,1233.0,114.43,0.0,10.0,151.0,26.0,0.4576271186440678,27.0,0.0,,2,0.0,12,11,0.0,1,2011-07-01 00:00:00,11.0,5.5,12,0,0,0,0,10.0,191.0,180.0,19.1,56.0,87.58227133227132,0.0,2.0,23.0,3.0,0.0,0.0,0.0,0.0,,,0.0
54,55.0,0.0,1.0,1,Brad Haddin,Australia,Kolkata Knight Riders,325000.0,36.0,34.0,4.0,576.0,54,0.0,1.0,19.2,503.0,114.51,0.0,2.0,44.0,17.0,0.5833333333333334,21.0,11.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,,,,,,,,,,,,,,,,,
55,56.0,0.0,0.0,1,Ryan Harris,Australia,Kings XI Punjab,325000.0,51.0,29.0,11.0,179.0,31,0.0,0.0,9.94,180.0,99.44,0.0,0.0,7.0,5.0,0.39215686274509803,20.0,0.0,,50,1.0,1117,1392,0.0,66,2018-03-01 00:00:00,21.09,7.47,16.9,0,0,0,0,5.0,45.0,39.0,9.0,15.0,108.38888888888889,0.0,0.0,2.0,2.0,8.0,195.0,216.0,15.0,27.0,6.5801450742240215,3.0
56,57.0,0.0,0.0,1,Eoin Morgan,England,Kolkata Knight Riders,350000.0,79.0,72.0,11.0,1584.0,85*,0.0,1.0,25.96,1223.0,129.51,0.0,7.0,144.0,55.0,0.4177215189873418,33.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,4.0,35.0,31.0,8.75,17.0,101.48809523809523,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0
57,58.0,0.0,0.0,1,James Hopes,Australia,Delhi Daredevils,350000.0,60.0,52.0,8.0,1151.0,71,0.0,1.0,26.15,886.0,129.9,0.0,10.0,132.0,21.0,0.26666666666666666,16.0,0.0,,56,1.0,1065,1499,0.0,43,1933-03-01 00:00:00,34.86,8.44,24.7,0,0,0,0,,,,,,,,,,,,,,,,,
58,59.0,0.0,0.0,0,Ashok Dinda,India,Delhi Daredevils,375000.0,50.0,11.0,4.0,25.0,19,0.0,0.0,3.57,37.0,67.56,0.0,0.0,1.0,0.0,0.1,5.0,0.0,,47,1.0,949,1099,0.0,48,2013-04-01 00:00:00,22.89,6.94,19.7,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,144.0,147.0,12.0,21.0,6.494211352557217,2.0
59,60.0,0.0,0.0,1,Brett Lee,Australia,Kolkata Knight Riders,400000.0,55.0,29.0,14.0,235.0,48,0.0,0.0,15.66,181.0,129.83,0.0,0.0,18.0,12.0,0.32727272727272727,18.0,0.0,,55,1.0,1206,1447,0.0,44,2015-03-01 00:00:00,32.88,7.19,27.4,0,0,0,0,3.0,11.0,11.0,3.6666666666666665,7.0,97.22222222222223,0.0,0.0,1.0,0.0,4.0,91.0,137.0,0.0,34.25,8.823235294117648,0.0
60,61.0,0.0,0.0,0,Murali Kartik,India,Pune Warriors,400000.0,97.0,28.0,13.0,223.0,28,0.0,0.0,14.86,216.0,103.24,0.0,0.0,17.0,3.0,0.28865979381443296,28.0,0.0,,94,1.0,2038,2260,0.0,77,2013-05-01 00:00:00,29.35,6.65,26.4,0,1,0,0,2.0,22.0,22.0,11.0,21.0,77.5,0.0,0.0,2.0,0.0,10.0,238.0,249.0,10.0,24.9,6.261666666666667,0.0
61,62.0,0.0,0.0,1,Shaun Marsh,Australia,Kings XI Punjab,400000.0,56.0,55.0,7.0,2135.0,115,0.0,1.0,44.47,1552.0,137.56,2.0,16.0,200.0,85.0,0.35714285714285715,20.0,0.0,,2,0.0,12,13,0.0,0,-,0.0,6.5,-,0,0,0,0,4.0,147.0,117.0,36.75,88.0,72.5311911487759,0.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,,,0.0
62,63.0,0.0,0.0,1,Stuart Broad,England,Kings XI Punjab,400000.0,45.0,14.0,6.0,45.0,10*,0.0,0.0,5.62,45.0,100.0,0.0,0.0,3.0,1.0,0.3111111111111111,14.0,0.0,,44,1.0,978,1101,0.0,55,2013-03-01 00:00:00,20.01,6.75,17.7,0,0,0,0,,,,,,,,,,,,,,,,,
63,64.0,0.0,0.0,0,VVS Laxman,India,Kochi,400000.0,25.0,25.0,3.0,491.0,78*,0.0,1.0,22.31,428.0,114.71,0.0,3.0,57.0,8.0,0.16,4.0,0.0,,-,0.0,-,-,0.0,-,-,0.0,-,-,-,-,-,0,6.0,64.0,62.0,10.666666666666666,22.0,100.68542568542567,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,,,0.0
64,65.0,0.0,0.0,1,Brad Hodge,Australia,Kochi,425000.0,127.0,124.0,19.0,3690.0,106,1.0,1.0,35.14,2917.0,126.49,2.0,24.0,394.0,89.0,0.3464566929133858,44.0,0.0,,63,1.0,906,1142,0.0,56,2013-04-01 00:00:00,20.39,7.56,16.1,3,0,0,0,4.0,99.0,95.0,24.75,50.0,80.1496662494785,0.0,1.0,11.0,1.0,4.0,30.0,41.0,2.0,10.25,8.5,0.0
